Date,Post_Type,Followers,Likes,Comments,Shares,Saves,Profile Visits,Follows,From Home,From Hashtags,From Explore,From Other,Impressions,Caption,Hashtags
2025-08-15,Carousel,388420,13972,2820,873,7603,3270,694,23981,22398,21351,4042,76757,Fill speak knowledge example court full us tell.,#with #fact #three #according #treatment
2024-12-20,Carousel,24585,13056,560,1514,6643,9149,4581,13656,9479,38046,14668,80158,As factor example out rule year PM coach town order war we continue region state man attorney state nice stay moment close store determine find fact day.,#suggest #yeah #night #beat #wall #quite #end #financial #explain #respond #couple #history #course #only #perform
2025-05-01,Carousel,115909,47424,1782,2446,3955,349,7,16377,22122,12680,14726,66779,Response form so model which drug perform edge no apply campaign ability without rest support want party guess major consider.,#information #control #spring #world #themselves #cause #while #vote #both #arm #here #rest #national #follow #people #series #suffer #mean #write
2025-10-21,Carousel,119967,33387,4723,2234,643,119,3651,47683,23385,39591,11530,124840,Try letter would exactly meeting shoulder early civil south.,#sound #tax #economic #act #the #public
2026-05-24,Image,104860,23538,2876,1358,5549,1930,124,29618,7273,1121,7983,48341,Remain lawyer color write give difficult allow machine say those worker unit cultural when memory activity movement north section ask contain identify ten.,#staff #concern #approach #strategy #college #owner #wonder #arrive #lay #center
2025-04-19,Reel,396204,41166,3088,1569,5240,9986,2091,48995,24668,35883,7964,119843,Who treat life condition set book entire pattern fish know economy sing right book record television day carry where be direction throughout.,#design #clearly #south #hot #house #task #whether #ask #power #thought #job
2025-09-24,Carousel,57338,6358,2319,1464,5248,43,2146,3014,11726,20368,2711,41963,Investment officer perhaps ball pressure much bit ago nothing husband mind call doctor fish look suffer stock drug customer wide amount remain budget that nation agreement.,#outside #decision #might #house #subject #today #analysis #discover
2025-07-01,Carousel,125159,49606,4716,1925,1858,9799,1940,24105,17275,6073,11083,61538,Police know form land parent prevent population bring about me recently between treatment bad thank phone about ahead improve between west trouble certainly despite.,#decide #successful #on #chance #power #room
2026-04-22,Reel,84165,8681,4632,1304,2825,8137,2606,49367,20894,33114,7702,114125,Capital two thing ball need else necessary test ever blue should car agency better pull risk think war grow.,#property #my #enough #base #continue #however #scientist #throughout #color #treatment #base #PM #measure #what #defense #be
2025-10-31,Image,84014,46071,4816,1006,1075,9805,3037,16499,1537,32529,3209,57115,Question theory that her administration cover avoid play or reflect so.,#smile #wind #which #class
2025-10-11,Image,380785,39289,936,2016,6445,3410,1088,40286,12815,39223,2148,98861,Structure something century watch person still clear book fight newspaper.,#campaign #turn #edge #become #mind #dream #arrive #across
2025-09-02,Carousel,402633,8686,2386,1903,4593,4058,805,44714,3613,26108,5462,80241,You commercial watch true his across reach garden news Congress nor.,#nature #available #stand #important #foreign #concern #together #month #blood #wish #decide #school #thank #most
2024-11-08,Carousel,395976,30011,3121,1805,25,7891,4071,47074,20789,5394,8275,85879,Current actually event television up cup where full miss can project painting bring song score environment popular success above.,#decision #yes #people #field #floor #remember #loss #happy #certainly #number #dog #leave #charge #glass #garden #left #participant
2024-10-31,Image,228187,47061,4192,2920,2795,4477,1066,34278,28072,31597,3622,102449,Clearly behind foreign scene kid next stop want international financial understand bank.,#ground #majority #great #us #painting #sell #TV #his #in #something #must #room #environmental #same #mouth #enter #role
2024-06-05,Reel,401861,37033,1843,1553,6685,9358,3191,26771,6954,22133,8195,64625,Look question property from election involve quality know everybody entire late firm since he pay us movie spend fine ask pick in on loss family keep open purpose evening present surface treat community wear anyone.,#shake #candidate #shoulder #ok #pattern #could
2025-02-06,Reel,368539,16334,2188,1428,5879,5789,68,43276,15951,26449,6670,96901,Race campaign bed popular service take commercial sister general food structure list matter for fact likely yard father no into pull child green cause place probably along second million fill cold.,#million #speak #admit #else #news #some #culture #affect #must
2026-01-23,Carousel,316872,6106,4321,261,2314,4348,1936,11822,18043,17110,7233,58247,Room two training pay base environmental family consider hotel suffer own move knowledge more audience speak get sometimes need door.,#open #everything #pressure #per
2025-04-14,Reel,338064,43632,670,1886,4863,8906,3368,9893,18303,7502,6607,42592,Phone bring where skin field fine over through strategy among parent source fund raise thing visit fall across toward.,#let #community #red #personal #range #close #cup #statement #vote #number #course #opportunity #amount
2025-10-09,Carousel,61797,25992,2654,335,6601,1932,4328,24099,29419,10626,14700,79299,Indeed admit far same only full upon wife door smile image simple order apply remain project Republican science purpose end place these environment picture total sit anything east together clearly.,#avoid #ability #body #call #long #interview #town #his #city #argue #keep #town #too
2025-10-26,Carousel,319747,41823,2107,2167,7170,9422,1628,47427,10452,34876,12556,109804,Reason consider interview worry by hospital early shoulder result claim mother week feeling camera everybody gun see term.,#catch #similar #force #catch #more #answer #class #good #father #avoid #society #measure #alone #avoid #hundred
2026-01-28,Image,169891,10405,2714,1280,553,6882,1154,29464,22725,26712,12096,95672,Situation college actually rate imagine behavior floor about agency conference break person above student head along office give score probably feel focus admit let specific talk free commercial.,#later #reason #issue #loss #fill #perhaps #far #military #people #necessary
2025-01-02,Carousel,332838,33772,2582,1470,3789,1118,1797,39736,13930,30536,11270,95807,Long bit mention response hear matter dinner oil time success possible point manager dark then discuss everybody fear seven speak almost until performance up with magazine.,#want #that #almost #go #represent
2026-02-01,Reel,71821,40213,1395,2973,5530,936,2922,11423,18605,13219,2651,49226,Environment learn manager protect when bar write what environmental particular nearly door media old policy total also I lay science parent property not health ground environmental study pattern it message possible dark light sing grow.,#president #nothing #me #feel #attorney #month #state #recently #during #popular #similar #could #material #among #hope
2026-03-28,Reel,176477,46371,4043,2939,7336,3189,3371,37081,3729,20347,12936,78017,Answer join increase choice describe scientist present give threat operation practice other foreign government card really fine sure like head through move interesting customer office his knowledge walk Democrat daughter.,#interview #color #word #dark #often #kind #common #season #religious #be #little #join #century #improve #style #success #game #trial #every
2025-06-02,Carousel,311677,31269,1928,1043,3817,3559,804,35959,9978,22731,1548,73183,Director others appear skill cost against this should toward high provide leave our than artist could Mr whom.,#page #course #day #itself #commercial #with #fight #simply #change #start #think
2025-11-26,Image,443546,25240,1759,47,6702,2949,2900,44743,22720,6547,2544,76869,Task clear rock land hard various region project again town crime campaign end same over you ago image since site explain professional agency room rule.,#hard #financial #issue #among #above #its #institution #three #act #upon #turn
2024-06-22,Carousel,288956,31932,1012,734,6465,8575,1287,26814,8067,29036,2169,69370,Adult win scientist month ago believe keep agency truth husband new follow represent modern guy ready break wear.,#high #change #today #share #skin #health #run #behavior #toward #second #president #become #information #too #within #her #debate #case
2025-01-10,Reel,260667,14942,3121,1295,6639,7335,4982,36844,23259,22824,183,87341,Happen pass laugh receive speech policy front partner nearly heart firm myself dog group certainly protect without or seem behavior chance forward seek course necessary from while.,#provide #leg #compare
2024-06-16,Carousel,187791,24439,2778,693,4691,8959,3625,27705,14760,33691,12616,91968,The of tell be management she start positive growth grow require determine source meet international dog yard white.,#real #part #benefit #reason #able #trial #short #activity #decade #soldier #talk #behavior #player #person #evening #heart #relate #clearly #information
